timestamp,camera_id,plugin_name,event,confidence
2025-04-27 12:46:59,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:46:59,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:46:59,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:46:59,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:00,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:00,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:00,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:00,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:01,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:01,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:01,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:01,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:02,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:02,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:02,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:02,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:03,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:03,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:03,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:03,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:04,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:04,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:04,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:04,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:05,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:05,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:05,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:05,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
2025-04-27 12:47:06,0,FireDetectionPlugin,Fire Detected,0.98
2025-04-27 12:47:06,0,IntrusionDetectionPlugin,Intrusion Detected,0.96
